inst,actual,predicted,error,,
3134,0,0.49,0.49,,
3135,0,0.495,0.495,,
3136,0,0.476,0.476,,
3137,0,0.467,0.467,,
3138,0,0.48,0.48,,
3139,1,0.486,-0.514,,
3140,0,0.494,0.494,,
3141,0,0.483,0.483,,
3142,1,0.473,-0.527,,
3143,1,0.486,-0.514,,
3144,1,0.477,-0.523,,
3145,1,0.485,-0.515,,
3146,0,0.467,0.467,,
3147,1,0.486,-0.514,,
3148,1,0.477,-0.523,,
3149,1,0.472,-0.528,,
3150,1,0.491,-0.509,,
3151,1,0.49,-0.51,,
3152,0,0.488,0.488,,
3153,0,0.496,0.496,,
3154,1,0.471,-0.529,,
3155,0,0.466,0.466,,
3156,1,0.477,-0.523,,
3157,1,0.472,-0.528,,
3158,0,0.482,0.482,,
3159,0,0.466,0.466,,
3160,0,0.496,0.496,,
3161,1,0.47,-0.53,,
3162,0,0.468,0.468,,
3163,0,0.466,0.466,,
3164,0,0.491,0.491,,
3165,0,0.491,0.491,,
3166,0,0.493,0.493,,
3167,0,0.463,0.463,,
3168,0,0.467,0.467,,
3169,0,0.481,0.481,,
3170,1,0.478,-0.522,,
3171,1,0.479,-0.521,,
3172,1,0.491,-0.509,,
3173,1,0.477,-0.523,,
3174,1,0.489,-0.511,,
3175,1,0.475,-0.525,,
3176,0,0.484,0.484,,
3177,0,0.474,0.474,,
3178,0,0.487,0.487,,
3179,0,0.468,0.468,,
3180,1,0.487,-0.513,,
3181,1,0.48,-0.52,,
3182,1,0.487,-0.513,,
3183,0,0.496,0.496,,
3184,0,0.494,0.494,,
3185,0,0.489,0.489,,
3186,0,0.464,0.464,,
3187,0,0.48,0.48,,
3188,0,0.467,0.467,,
3189,0,0.468,0.468,,
3190,0,0.464,0.464,,
3191,1,0.481,-0.519,,
3192,1,0.472,-0.528,,
3193,1,0.471,-0.529,,
3194,1,0.491,-0.509,,
3195,0,0.473,0.473,,
3196,1,0.481,-0.519,,
3197,0,0.491,0.491,,
3198,0,0.495,0.495,,
3199,1,0.493,-0.507,,
3200,0,0.492,0.492,,
3201,0,0.463,0.463,,
3202,1,0.49,-0.51,,
3203,0,0.477,0.477,,
3204,1,0.484,-0.516,,
3205,0,0.495,0.495,,
3206,1,0.467,-0.533,,
3207,0,0.467,0.467,,
3208,0,0.467,0.467,,
3209,1,0.479,-0.521,,
3210,1,0.47,-0.53,,
3211,1,0.481,-0.519,,
3212,0,0.496,0.496,,
3213,1,0.471,-0.529,,
3214,1,0.486,-0.514,,
3215,0,0.493,0.493,,
3216,1,0.487,-0.513,,
3217,0,0.466,0.466,,
3218,0,0.48,0.48,,
3219,1,0.471,-0.529,,
3220,1,0.49,-0.51,,
3221,1,0.483,-0.517,,
3222,1,0.487,-0.513,,
3223,0,0.466,0.466,,
3224,0,0.468,0.468,,
3225,0,0.493,0.493,,
3226,1,0.474,-0.526,,
3227,1,0.486,-0.514,,
3228,1,0.485,-0.515,,
3229,0,0.471,0.471,,
3230,0,0.464,0.464,,
3231,1,0.483,-0.517,,
3232,0,0.495,0.495,,
3233,1,0.479,-0.521,,
3234,0,0.48,0.48,,
3235,0,0.47,0.47,,
3236,0,0.494,0.494,,
3237,0,0.496,0.496,,
3238,1,0.491,-0.509,,
3239,1,0.481,-0.519,,
3240,0,0.464,0.464,,
3241,1,0.47,-0.53,,
3242,1,0.479,-0.521,,
3243,1,0.489,-0.511,,
3244,0,0.491,0.491,,
3245,1,0.48,-0.52,,
3246,1,0.478,-0.522,,
3247,0,0.465,0.465,,
3248,0,0.481,0.481,,
3249,0,0.481,0.481,,
3250,0,0.497,0.497,,
3251,1,0.484,-0.516,,
3252,1,0.469,-0.531,,
3253,1,0.476,-0.524,,
3254,1,0.474,-0.526,,
3255,0,0.49,0.49,,
3256,0,0.465,0.465,,
3257,0,0.494,0.494,,
3258,0,0.467,0.467,,
3259,1,0.475,-0.525,,
3260,1,0.469,-0.531,,
3261,1,0.476,-0.524,,
3262,1,0.482,-0.518,,
3263,0,0.472,0.472,,
3264,1,0.493,-0.507,,
3265,1,0.474,-0.526,,
3266,0,0.494,0.494,,
3267,1,0.484,-0.516,,
3268,1,0.47,-0.53,,
3269,1,0.475,-0.525,,
3270,0,0.494,0.494,,
3271,1,0.479,-0.521,,
3272,1,0.486,-0.514,,
3273,0,0.49,0.49,,
3274,0,0.48,0.48,,
3275,0,0.473,0.473,,
3276,0,0.495,0.495,,
3277,1,0.489,-0.511,,
3278,1,0.482,-0.518,,
3279,1,0.492,-0.508,,
3280,0,0.465,0.465,,
3281,1,0.489,-0.511,,
3282,1,0.477,-0.523,,
3283,1,0.471,-0.529,,
3284,0,0.496,0.496,,
3285,0,0.464,0.464,,
3286,1,0.479,-0.521,,
3287,0,0.485,0.485,,
3288,1,0.476,-0.524,,
3289,1,0.471,-0.529,,
3290,1,0.487,-0.513,,
3291,1,0.472,-0.528,,
3292,0,0.495,0.495,,
3293,1,0.489,-0.511,,
3294,0,0.483,0.483,,
3295,1,0.472,-0.528,,
3296,0,0.477,0.477,,
3297,0,0.479,0.479,,
3298,1,0.491,-0.509,,
3299,1,0.483,-0.517,,
3300,0,0.489,0.489,,
3301,1,0.467,-0.533,,
3302,0,0.464,0.464,,
3303,1,0.471,-0.529,,
3304,1,0.483,-0.517,,
3305,1,0.477,-0.523,,
3306,0,0.466,0.466,,
3307,1,0.477,-0.523,,
3308,0,0.495,0.495,,
3309,1,0.483,-0.517,,
3310,1,0.472,-0.528,,
3311,0,0.465,0.465,,
3312,0,0.496,0.496,,
3313,1,0.493,-0.507,,
3314,1,0.475,-0.525,,
3315,1,0.481,-0.519,,
3316,1,0.472,-0.528,,
3317,0,0.494,0.494,,
3318,0,0.469,0.469,,
3319,0,0.492,0.492,,
3320,1,0.475,-0.525,,
3321,1,0.468,-0.532,,
3322,0,0.466,0.466,,
3323,0,0.487,0.487,,
3324,1,0.492,-0.508,,
3325,0,0.468,0.468,,
3326,1,0.493,-0.507,,
3327,0,0.464,0.464,,
3328,0,0.481,0.481,,
3329,0,0.464,0.464,,
3330,1,0.469,-0.531,,
3331,1,0.478,-0.522,,
3332,1,0.474,-0.526,,
3333,1,0.485,-0.515,,
3334,1,0.484,-0.516,,
3335,0,0.466,0.466,,
3336,0,0.464,0.464,,
3337,0,0.496,0.496,,
3338,0,0.489,0.489,,
3339,0,0.495,0.495,,
3340,0,0.465,0.465,,
3341,1,0.474,-0.526,,
3342,0,0.466,0.466,,
3343,1,0.474,-0.526,,
3344,1,0.473,-0.527,,
3345,0,0.47,0.47,,
3346,1,0.472,-0.528,,
3347,0,0.48,0.48,,
3348,0,0.49,0.49,,
3349,0,0.466,0.466,,
3350,0,0.485,0.485,,
3351,1,0.473,-0.527,,
3352,0,0.464,0.464,,
3353,0,0.494,0.494,,
3354,0,0.469,0.469,,
3355,0,0.486,0.486,,
3356,0,0.471,0.471,,
3357,0,0.496,0.496,,
3358,0,0.468,0.468,,
3359,1,0.472,-0.528,,
3360,1,0.471,-0.529,,
3361,0,0.47,0.47,,
3362,1,0.472,-0.528,,
3363,0,0.493,0.493,,
3364,1,0.488,-0.512,,
3365,0,0.494,0.494,,
3366,1,0.487,-0.513,,
3367,0,0.471,0.471,,
3368,0,0.494,0.494,,
3369,0,0.477,0.477,,
3370,1,0.476,-0.524,,
3371,0,0.489,0.489,,
3372,1,0.473,-0.527,,
3373,1,0.484,-0.516,,
3374,1,0.49,-0.51,,
3375,0,0.464,0.464,,
3376,1,0.47,-0.53,,
3377,0,0.468,0.468,,
3378,0,0.477,0.477,,
3379,1,0.479,-0.521,,
3380,1,0.474,-0.526,,
3381,1,0.488,-0.512,,
3382,0,0.466,0.466,,
3383,0,0.479,0.479,,
3384,1,0.476,-0.524,,
3385,0,0.469,0.469,,
3386,0,0.485,0.485,,
3387,1,0.477,-0.523,,
3388,0,0.477,0.477,,
3389,0,0.477,0.477,,
3390,0,0.465,0.465,,
3391,1,0.479,-0.521,,
3392,0,0.472,0.472,,
3393,1,0.473,-0.527,,
3394,0,0.491,0.491,,
3395,0,0.467,0.467,,
3396,1,0.47,-0.53,,
3397,1,0.486,-0.514,,
3398,0,0.47,0.47,,
3399,0,0.466,0.466,,
3400,0,0.473,0.473,,
3401,0,0.487,0.487,,
3402,0,0.479,0.479,,
3403,1,0.488,-0.512,,
3404,0,0.464,0.464,,
3405,1,0.476,-0.524,,
3406,1,0.471,-0.529,,
3407,0,0.474,0.474,,
3408,0,0.474,0.474,,
3409,0,0.473,0.473,,
3410,0,0.487,0.487,,
3411,1,0.488,-0.512,,
3412,1,0.483,-0.517,,
3413,1,0.489,-0.511,,
3414,0,0.49,0.49,,
3415,0,0.467,0.467,,
3416,0,0.479,0.479,,
3417,0,0.479,0.479,,
3418,0,0.495,0.495,,
3419,0,0.485,0.485,,
3420,1,0.479,-0.521,,
3421,1,0.484,-0.516,,
3422,0,0.466,0.466,,
3423,1,0.485,-0.515,,
3424,0,0.483,0.483,,
3425,0,0.495,0.495,,
3426,1,0.475,-0.525,,
3427,1,0.485,-0.515,,
3428,1,0.482,-0.518,,
3429,1,0.489,-0.511,,
3430,1,0.478,-0.522,,
3431,1,0.476,-0.524,,
3432,1,0.478,-0.522,,
3433,0,0.471,0.471,,
3434,0,0.477,0.477,,
3435,0,0.481,0.481,,
3436,0,0.488,0.488,,
3437,0,0.463,0.463,,
3438,1,0.478,-0.522,,
3439,0,0.493,0.493,,
3440,0,0.492,0.492,,
3441,0,0.476,0.476,,
3442,1,0.469,-0.531,,
3443,1,0.481,-0.519,,
3444,1,0.482,-0.518,,
3445,1,0.47,-0.53,,
3446,1,0.483,-0.517,,
3447,0,0.491,0.491,,
3448,1,0.485,-0.515,,
3449,0,0.494,0.494,,
3450,1,0.488,-0.512,,
3451,1,0.486,-0.514,,
3452,0,0.466,0.466,,
3453,0,0.475,0.475,,
3454,0,0.464,0.464,,
3455,1,0.482,-0.518,,
3456,1,0.493,-0.507,,
3457,0,0.469,0.469,,
3458,1,0.488,-0.512,,
3459,0,0.496,0.496,,
3460,0,0.464,0.464,,
3461,0,0.493,0.493,,
3462,0,0.496,0.496,,
3463,1,0.472,-0.528,,
3464,1,0.477,-0.523,,
3465,0,0.49,0.49,,
3466,1,0.493,-0.507,,
3467,1,0.468,-0.532,,
3468,1,0.49,-0.51,,
3469,1,0.489,-0.511,,
3470,0,0.495,0.495,,
3471,1,0.479,-0.521,,
3472,1,0.483,-0.517,,
3473,1,0.479,-0.521,,
3474,1,0.49,-0.51,,
3475,1,0.471,-0.529,,
3476,1,0.492,-0.508,,
3477,0,0.469,0.469,,
3478,0,0.492,0.492,,
3479,1,0.478,-0.522,,
3480,0,0.473,0.473,,
3481,1,0.492,-0.508,,
3482,1,0.473,-0.527,,
3483,0,0.465,0.465,,
3484,1,0.475,-0.525,,
3485,1,0.472,-0.528,,
3486,0,0.483,0.483,,
3487,0,0.466,0.466,,
3488,1,0.482,-0.518,,
3489,1,0.472,-0.528,,
3490,0,0.466,0.466,,
3491,0,0.494,0.494,,
3492,1,0.489,-0.511,,
3493,1,0.49,-0.51,,
3494,1,0.476,-0.524,,
3495,0,0.488,0.488,,
3496,0,0.469,0.469,,
3497,0,0.494,0.494,,
3498,0,0.468,0.468,,
3499,1,0.489,-0.511,,
3500,1,0.473,-0.527,,
3501,1,0.472,-0.528,,
3502,0,0.473,0.473,,
3503,1,0.471,-0.529,,
3504,0,0.496,0.496,,
3505,0,0.468,0.468,,
3506,1,0.472,-0.528,,
3507,1,0.475,-0.525,,
3508,1,0.487,-0.513,,
3509,1,0.49,-0.51,,
3510,1,0.483,-0.517,,
3511,1,0.471,-0.529,,
3512,1,0.486,-0.514,,
3513,1,0.477,-0.523,,
3514,0,0.494,0.494,,
3515,1,0.475,-0.525,,
3516,0,0.482,0.482,,
3517,1,0.487,-0.513,,
3518,1,0.471,-0.529,,
3519,0,0.476,0.476,,
3520,1,0.476,-0.524,,
3521,0,0.47,0.47,,
3522,1,0.477,-0.523,,
3523,1,0.478,-0.522,,
3524,0,0.496,0.496,,
3525,0,0.483,0.483,,
3526,0,0.493,0.493,,
3527,1,0.474,-0.526,,
3528,1,0.48,-0.52,,
3529,0,0.493,0.493,,
3530,0,0.477,0.477,,
3531,1,0.477,-0.523,,
3532,0,0.47,0.47,,
3533,0,0.492,0.492,,
3534,0,0.479,0.479,,
3535,0,0.496,0.496,,
3536,0,0.496,0.496,,
3537,1,0.487,-0.513,,
3538,1,0.474,-0.526,,
3539,1,0.482,-0.518,,
3540,0,0.489,0.489,,
3541,1,0.467,-0.533,,
3542,1,0.474,-0.526,,
3543,1,0.467,-0.533,,
3544,1,0.468,-0.532,,
3545,0,0.483,0.483,,
3546,0,0.479,0.479,,
3547,1,0.488,-0.512,,
3548,0,0.465,0.465,,
3549,1,0.483,-0.517,,
3550,1,0.484,-0.516,,
3551,1,0.487,-0.513,,
3552,0,0.478,0.478,,
3553,0,0.467,0.467,,
3554,0,0.463,0.463,,
3555,1,0.475,-0.525,,
3556,0,0.463,0.463,,
3557,1,0.475,-0.525,,
3558,1,0.479,-0.521,,
3559,0,0.492,0.492,,
3560,1,0.483,-0.517,,
3561,0,0.497,0.497,,
3562,0,0.464,0.464,,
3563,0,0.489,0.489,,
3564,0,0.466,0.466,,
3565,1,0.47,-0.53,,
3566,1,0.482,-0.518,,
3567,1,0.484,-0.516,,
3568,1,0.473,-0.527,,
3569,0,0.494,0.494,,
3570,0,0.477,0.477,,
3571,1,0.474,-0.526,,
3572,0,0.493,0.493,,
3573,1,0.473,-0.527,,
3574,0,0.481,0.481,,
3575,0,0.469,0.469,,
3576,1,0.475,-0.525,,
3577,0,0.474,0.474,,
3578,1,0.474,-0.526,,
3579,1,0.482,-0.518,,
3580,0,0.493,0.493,,
3581,0,0.495,0.495,,
3582,0,0.492,0.492,,
3583,1,0.468,-0.532,,
3584,0,0.493,0.493,,
3585,1,0.488,-0.512,,
3586,0,0.491,0.491,,
3587,0,0.496,0.496,,
3588,1,0.483,-0.517,,
3589,0,0.467,0.467,,
3590,1,0.47,-0.53,,
3591,1,0.473,-0.527,,
3592,0,0.464,0.464,,
3593,0,0.481,0.481,,
3594,0,0.48,0.48,,
3595,1,0.485,-0.515,,
3596,1,0.475,-0.525,,
3597,0,0.463,0.463,,
3598,0,0.463,0.463,,
3599,0,0.47,0.47,,
3600,0,0.491,0.491,,
3601,0,0.466,0.466,,
3602,1,0.477,-0.523,,
3603,0,0.475,0.475,,
3604,0,0.496,0.496,,
3605,0,0.487,0.487,,
3606,0,0.493,0.493,,
3607,0,0.493,0.493,,
3608,0,0.483,0.483,,
3609,1,0.487,-0.513,,
3610,0,0.472,0.472,,
3611,1,0.483,-0.517,,
3612,1,0.472,-0.528,,
3613,1,0.479,-0.521,,
3614,1,0.484,-0.516,,
3615,0,0.483,0.483,,
3616,1,0.477,-0.523,,
3617,1,0.469,-0.531,,
3618,1,0.475,-0.525,,
3619,1,0.49,-0.51,,
3620,1,0.477,-0.523,,
3621,0,0.492,0.492,,
3622,1,0.477,-0.523,,
3623,1,0.474,-0.526,,
3624,0,0.484,0.484,,
3625,0,0.463,0.463,,
3626,1,0.49,-0.51,,
3627,1,0.474,-0.526,,
3628,1,0.49,-0.51,,
3629,1,0.486,-0.514,,
3630,0,0.493,0.493,,
3631,1,0.477,-0.523,,
3632,1,0.486,-0.514,,
3633,0,0.466,0.466,,
3634,1,0.472,-0.528,,
3635,0,0.483,0.483,,
3636,0,0.491,0.491,,
3637,0,0.468,0.468,,
3638,0,0.494,0.494,,
3639,1,0.491,-0.509,,
3640,1,0.485,-0.515,,
3641,1,0.481,-0.519,,
3642,0,0.465,0.465,,
3643,1,0.487,-0.513,,
3644,0,0.464,0.464,,
3645,1,0.47,-0.53,,
3646,0,0.465,0.465,,
3647,0,0.493,0.493,,
3648,1,0.476,-0.524,,
3649,1,0.474,-0.526,,
3650,0,0.464,0.464,,
3651,0,0.466,0.466,,
3652,1,0.477,-0.523,,
3653,1,0.488,-0.512,,
3654,1,0.475,-0.525,,
3655,1,0.485,-0.515,,
3656,0,0.49,0.49,,
3657,0,0.481,0.481,,
3658,1,0.467,-0.533,,
3659,0,0.474,0.474,,
3660,1,0.484,-0.516,,
3661,0,0.466,0.466,,
3662,1,0.472,-0.528,,
3663,1,0.481,-0.519,,
3664,0,0.464,0.464,,
3665,1,0.47,-0.53,,
3666,0,0.473,0.473,,
3667,1,0.467,-0.533,,
3668,1,0.478,-0.522,,
3669,1,0.486,-0.514,,
3670,0,0.496,0.496,,
3671,0,0.473,0.473,,
3672,1,0.487,-0.513,,
3673,0,0.495,0.495,,
3674,1,0.485,-0.515,,
3675,1,0.482,-0.518,,
3676,1,0.484,-0.516,,
3677,0,0.494,0.494,,
3678,1,0.476,-0.524,,
3679,0,0.494,0.494,,
3680,1,0.487,-0.513,,
3681,0,0.491,0.491,,
3682,0,0.478,0.478,,
3683,0,0.48,0.48,,
3684,0,0.495,0.495,,
3685,0,0.466,0.466,,
3686,0,0.467,0.467,,
3687,1,0.478,-0.522,,
3688,0,0.495,0.495,,
3689,0,0.466,0.466,,
3690,0,0.479,0.479,,
3691,1,0.484,-0.516,,
3692,1,0.482,-0.518,,
3693,0,0.472,0.472,,
3694,1,0.474,-0.526,,
3695,1,0.476,-0.524,,
3696,0,0.474,0.474,,
3697,1,0.489,-0.511,,
3698,0,0.494,0.494,,
3699,1,0.482,-0.518,,
3700,1,0.47,-0.53,,
3701,1,0.476,-0.524,,
3702,0,0.493,0.493,,
3703,1,0.471,-0.529,,
3704,0,0.495,0.495,,
3705,0,0.466,0.466,,
3706,1,0.472,-0.528,,
3707,1,0.471,-0.529,,
3708,1,0.481,-0.519,,
3709,1,0.469,-0.531,,
3710,0,0.482,0.482,,
3711,0,0.469,0.469,,
3712,1,0.487,-0.513,,
3713,1,0.49,-0.51,,
3714,0,0.47,0.47,,
3715,0,0.48,0.48,,
3716,0,0.495,0.495,,
3717,1,0.482,-0.518,,
3718,1,0.477,-0.523,,
3719,1,0.47,-0.53,,
3720,0,0.465,0.465,,
3721,0,0.492,0.492,,
3722,1,0.491,-0.509,,
3723,0,0.463,0.463,,
3724,1,0.481,-0.519,,
3725,0,0.493,0.493,,
3726,0,0.479,0.479,,
3727,0,0.48,0.48,,
3728,1,0.48,-0.52,,
3729,1,0.469,-0.531,,
3730,0,0.493,0.493,,
3731,0,0.496,0.496,,
3732,1,0.476,-0.524,,
3733,1,0.473,-0.527,,
3734,1,0.468,-0.532,,
3735,0,0.465,0.465,,
3736,0,0.463,0.463,,
3737,0,0.479,0.479,,
3738,0,0.469,0.469,,
3739,1,0.47,-0.53,,
3740,0,0.496,0.496,,
3741,0,0.465,0.465,,
3742,0,0.495,0.495,,
3743,1,0.476,-0.524,,
3744,1,0.475,-0.525,,
3745,0,0.465,0.465,,
3746,1,0.483,-0.517,,
3747,1,0.48,-0.52,,
3748,1,0.491,-0.509,,
3749,0,0.47,0.47,,
3750,0,0.465,0.465,,
3751,1,0.485,-0.515,,
3752,0,0.469,0.469,,
3753,1,0.475,-0.525,,
3754,1,0.469,-0.531,,
3755,0,0.494,0.494,,
3756,0,0.465,0.465,,
3757,1,0.474,-0.526,,
3758,0,0.477,0.477,,
3759,1,0.487,-0.513,,
3760,1,0.478,-0.522,,
3761,0,0.494,0.494,,
3762,0,0.481,0.481,,
3763,0,0.469,0.469,,
3764,1,0.477,-0.523,,
3765,0,0.474,0.474,,
3766,1,0.484,-0.516,,
3767,0,0.495,0.495,,
3768,0,0.467,0.467,,
3769,1,0.47,-0.53,,
3770,1,0.481,-0.519,,
3771,0,0.465,0.465,,
3772,0,0.488,0.488,,
3773,1,0.47,-0.53,,
3774,1,0.469,-0.531,,
3775,1,0.467,-0.533,,
3776,1,0.49,-0.51,,
3777,1,0.478,-0.522,,
3778,1,0.481,-0.519,,
3779,0,0.492,0.492,,
3780,0,0.495,0.495,,
3781,1,0.47,-0.53,,
3782,0,0.493,0.493,,
3783,0,0.469,0.469,,
3784,0,0.491,0.491,,
3785,1,0.47,-0.53,,
3786,1,0.479,-0.521,,
3787,1,0.483,-0.517,,
3788,1,0.483,-0.517,,
3789,1,0.471,-0.529,,
3790,0,0.476,0.476,,
3791,1,0.486,-0.514,,
3792,0,0.496,0.496,,
3793,0,0.464,0.464,,
3794,1,0.472,-0.528,,
3795,0,0.463,0.463,,
3796,1,0.478,-0.522,,
3797,0,0.496,0.496,,
3798,0,0.495,0.495,,
3799,1,0.475,-0.525,,
3800,1,0.477,-0.523,,
3801,0,0.472,0.472,,
3802,0,0.466,0.466,,
3803,1,0.48,-0.52,,
3804,1,0.476,-0.524,,
3805,1,0.483,-0.517,,
3806,1,0.469,-0.531,,
3807,1,0.475,-0.525,,
3808,0,0.491,0.491,,
3809,0,0.466,0.466,,
3810,1,0.49,-0.51,,
3811,0,0.466,0.466,,
3812,0,0.463,0.463,,
3813,0,0.484,0.484,,
3814,1,0.488,-0.512,,
3815,0,0.495,0.495,,
3816,1,0.492,-0.508,,
3817,1,0.486,-0.514,,
3818,0,0.463,0.463,,
3819,0,0.468,0.468,,
3820,1,0.485,-0.515,,
3821,0,0.481,0.481,,
3822,1,0.479,-0.521,,
3823,0,0.494,0.494,,
3824,1,0.475,-0.525,,
3825,1,0.489,-0.511,,
3826,1,0.478,-0.522,,
3827,0,0.471,0.471,,
3828,0,0.466,0.466,,
3829,0,0.495,0.495,,
3830,1,0.484,-0.516,,
3831,1,0.483,-0.517,,
3832,1,0.481,-0.519,,
3833,1,0.491,-0.509,,
3834,0,0.469,0.469,,
3835,1,0.477,-0.523,,
3836,0,0.487,0.487,,
3837,1,0.473,-0.527,,
3838,0,0.471,0.471,,
3839,1,0.47,-0.53,,
3840,0,0.474,0.474,,
3841,1,0.485,-0.515,,
3842,1,0.484,-0.516,,
3843,1,0.49,-0.51,,
3844,0,0.466,0.466,,
3845,0,0.466,0.466,,
3846,0,0.494,0.494,,
3847,1,0.479,-0.521,,
3848,1,0.491,-0.509,,
3849,0,0.47,0.47,,
3850,0,0.491,0.491,,
3851,1,0.476,-0.524,,
3852,0,0.493,0.493,,
3853,0,0.48,0.48,,
3854,0,0.494,0.494,,
3855,0,0.466,0.466,,
3856,0,0.469,0.469,,
3857,1,0.483,-0.517,,
3858,0,0.493,0.493,,
3859,1,0.468,-0.532,,
3860,0,0.494,0.494,,
3861,0,0.492,0.492,,
3862,0,0.464,0.464,,
3863,1,0.473,-0.527,,
3864,1,0.469,-0.531,,
3865,1,0.481,-0.519,,
3866,0,0.466,0.466,,
3867,1,0.488,-0.512,,
3868,1,0.489,-0.511,,
3869,1,0.469,-0.531,,
3870,0,0.465,0.465,,
3871,1,0.485,-0.515,,
3872,0,0.47,0.47,,
3873,0,0.469,0.469,,
3874,0,0.468,0.468,,
3875,1,0.471,-0.529,,
3876,1,0.474,-0.526,,
3877,1,0.485,-0.515,,
3878,0,0.476,0.476,,
3879,1,0.492,-0.508,,
3880,0,0.467,0.467,,
3881,0,0.465,0.465,,
3882,0,0.465,0.465,,
3883,0,0.484,0.484,,
3884,0,0.466,0.466,,
3885,0,0.48,0.48,,
3886,1,0.48,-0.52,,
3887,1,0.481,-0.519,,
3888,0,0.481,0.481,,
3889,1,0.491,-0.509,,
3890,1,0.48,-0.52,,
3891,0,0.496,0.496,,
3892,1,0.492,-0.508,,
3893,0,0.475,0.475,,
3894,1,0.49,-0.51,,
3895,0,0.474,0.474,,
3896,1,0.473,-0.527,,
3897,0,0.479,0.479,,
3898,0,0.489,0.489,,
3899,1,0.486,-0.514,,
3900,0,0.495,0.495,,
3901,0,0.477,0.477,,
3902,0,0.495,0.495,,
3903,0,0.479,0.479,,
3904,0,0.494,0.494,,
3905,1,0.477,-0.523,,
3906,0,0.473,0.473,,
3907,0,0.468,0.468,,
3908,1,0.484,-0.516,,
3909,0,0.494,0.494,,
3910,0,0.491,0.491,,
3911,0,0.493,0.493,,
3912,1,0.485,-0.515,,
3913,1,0.47,-0.53,,
3914,1,0.476,-0.524,,
3915,0,0.47,0.47,,
3916,1,0.472,-0.528,,
3917,0,0.48,0.48,,
3918,0,0.464,0.464,,
3919,0,0.465,0.465,,
3920,1,0.472,-0.528,,
3921,1,0.492,-0.508,,
3922,1,0.49,-0.51,,
3923,1,0.488,-0.512,,
3924,0,0.483,0.483,,
3925,0,0.486,0.486,,
3926,0,0.481,0.481,,
3927,1,0.484,-0.516,,
3928,0,0.475,0.475,,
3929,0,0.491,0.491,,
3930,0,0.489,0.489,,
3931,0,0.492,0.492,,
3932,0,0.479,0.479,,
3933,0,0.495,0.495,,
3934,0,0.468,0.468,,
3935,1,0.468,-0.532,,
3936,0,0.466,0.466,,
3937,0,0.484,0.484,,
3938,0,0.48,0.48,,
3939,0,0.475,0.475,,
3940,1,0.479,-0.521,,
3941,0,0.477,0.477,,
3942,0,0.493,0.493,,
3943,1,0.475,-0.525,,
3944,1,0.48,-0.52,,
3945,0,0.491,0.491,,
3946,1,0.478,-0.522,,
3947,0,0.473,0.473,,
3948,1,0.474,-0.526,,
3949,0,0.491,0.491,,
3950,1,0.493,-0.507,,
3951,0,0.479,0.479,,
3952,1,0.472,-0.528,,
3953,0,0.478,0.478,,
3954,0,0.488,0.488,,
3955,0,0.497,0.497,,
3956,1,0.472,-0.528,,
3957,1,0.468,-0.532,,
3958,0,0.463,0.463,,
3959,0,0.486,0.486,,
3960,1,0.49,-0.51,,
3961,0,0.494,0.494,,
3962,0,0.495,0.495,,
3963,1,0.471,-0.529,,
3964,1,0.491,-0.509,,
3965,1,0.472,-0.528,,
3966,1,0.478,-0.522,,
3967,0,0.495,0.495,,
3968,0,0.492,0.492,,
3969,0,0.495,0.495,,
3970,0,0.472,0.472,,
3971,0,0.477,0.477,,
3972,0,0.465,0.465,,
3973,1,0.473,-0.527,,
3974,0,0.495,0.495,,
3975,1,0.475,-0.525,,
3976,1,0.479,-0.521,,
3977,1,0.473,-0.527,,
3978,1,0.472,-0.528,,
3979,0,0.497,0.497,,
3980,1,0.485,-0.515,,
3981,0,0.47,0.47,,
3982,0,0.471,0.471,,
3983,0,0.466,0.466,,
3984,0,0.491,0.491,,
3985,0,0.464,0.464,,
3986,1,0.491,-0.509,,
3987,0,0.465,0.465,,
3988,0,0.488,0.488,,
3989,0,0.467,0.467,,
3990,1,0.467,-0.533,,
3991,1,0.487,-0.513,,
3992,0,0.494,0.494,,
3993,1,0.482,-0.518,,
3994,0,0.469,0.469,,
3995,1,0.487,-0.513,,
3996,1,0.484,-0.516,,
3997,0,0.467,0.467,,
3998,1,0.479,-0.521,,
3999,1,0.486,-0.514,,
4000,1,0.482,-0.518,,
4001,0,0.466,0.466,,
4002,1,0.473,-0.527,,
4003,0,0.465,0.465,,
4004,0,0.463,0.463,,
4005,0,0.496,0.496,,
4006,0,0.494,0.494,,
4007,0,0.465,0.465,,
4008,0,0.495,0.495,,
4009,1,0.469,-0.531,,
4010,0,0.465,0.465,,
4011,1,0.478,-0.522,,
4012,1,0.48,-0.52,,
4013,0,0.496,0.496,,
4014,0,0.48,0.48,,
4015,0,0.485,0.485,,
4016,0,0.477,0.477,,
4017,0,0.465,0.465,,
4018,0,0.496,0.496,,
4019,1,0.491,-0.509,,
4020,1,0.476,-0.524,,
4021,1,0.483,-0.517,,
4022,0,0.471,0.471,,
4023,1,0.474,-0.526,,
4024,0,0.496,0.496,,
4025,0,0.467,0.467,,
4026,1,0.488,-0.512,,
4027,0,0.469,0.469,,
4028,0,0.496,0.496,,
4029,0,0.496,0.496,,
4030,0,0.494,0.494,,
4031,1,0.476,-0.524,,
4032,0,0.464,0.464,,
4033,0,0.463,0.463,,
4034,0,0.464,0.464,,
4035,1,0.473,-0.527,,
4036,0,0.496,0.496,,
